Step,Loss
0,0.21531929075717926
1,0.20439976453781128
2,0.21270690858364105
3,0.20087619125843048
4,0.20637689530849457
5,0.2602594792842865
6,0.236315056681633
7,0.21469973027706146
8,0.20092755556106567
9,0.2034696340560913
10,0.19208107888698578
11,0.20871122181415558
12,0.1916496306657791
13,0.2735360264778137
14,0.24869875609874725
