Step,Loss
0,0.31184324622154236
1,0.2707771360874176
2,0.27187493443489075
3,0.258233904838562
4,0.26085254549980164
5,0.25988778471946716
6,0.25079146027565
7,0.269201397895813
8,0.25790709257125854
9,0.2854313552379608
10,0.2816604673862457
11,0.29985669255256653
12,0.2713145911693573
13,0.2737780511379242
14,0.2676192820072174
