Step,Loss
0,0.28560081124305725
1,0.27899232506752014
2,0.2782716155052185
3,0.2808500826358795
4,0.2556327283382416
5,0.25894418358802795
6,0.27037176489830017
7,0.28388407826423645
8,0.3123672306537628
9,0.28383365273475647
10,0.29883837699890137
11,0.28131914138793945
12,0.26323023438453674
13,0.29694226384162903
14,0.33235880732536316
