Step,Loss
0,0.19981057941913605
1,0.2081189602613449
2,0.20354695618152618
3,0.22634346783161163
4,0.24617010354995728
5,0.23437917232513428
6,0.2307269424200058
7,0.19222603738307953
8,0.2312537580728531
9,0.20997942984104156
10,0.20613300800323486
11,0.21886886656284332
12,0.23468834161758423
13,0.21120083332061768
14,0.25452083349227905
