Step,Loss
0,0.22812187671661377
1,0.23248516023159027
2,0.21787039935588837
3,0.22398416697978973
4,0.22599153220653534
5,0.2106277346611023
6,0.2402452975511551
7,0.22406382858753204
8,0.22011858224868774
9,0.23233215510845184
10,0.24424974620342255
11,0.2614786922931671
12,0.2501773536205292
13,0.21690809726715088
14,0.22952242195606232
