Step,Loss
0,0.23684801161289215
1,0.2027909904718399
2,0.2788374722003937
3,0.2181789129972458
4,0.2186809629201889
5,0.21912570297718048
6,0.1984587460756302
7,0.21777600049972534
8,0.23451173305511475
9,0.22160230576992035
10,0.25163155794143677
11,0.21566306054592133
12,0.23246346414089203
13,0.22661836445331573
14,0.20774579048156738
