Step,Loss
0,0.26012012362480164
1,0.27201470732688904
2,0.23448969423770905
3,0.22594018280506134
4,0.2614053189754486
5,0.23940803110599518
6,0.35370078682899475
7,0.30082184076309204
8,0.251191645860672
9,0.2403119057416916
10,0.2678755819797516
11,0.26788821816444397
12,0.2541614770889282
13,0.2628924548625946
14,0.26483866572380066
