Step,Loss
0,0.26637160778045654
1,0.238561749458313
2,0.2536015510559082
3,0.21562595665454865
4,0.2833310067653656
5,0.22172732651233673
6,0.24170441925525665
7,0.2284291833639145
8,0.2652098536491394
9,0.24079102277755737
10,0.2393956333398819
11,0.2112172245979309
12,0.21018598973751068
13,0.22139066457748413
14,0.2526286542415619
