Step,Loss
0,0.2979778051376343
1,0.31963932514190674
2,0.3230060040950775
3,0.3019784390926361
4,0.2932165563106537
5,0.3108620047569275
6,0.28548958897590637
7,0.3335098922252655
8,0.3310856521129608
9,0.28710660338401794
10,0.32768312096595764
11,0.294026255607605
12,0.32694926857948303
13,0.32689669728279114
14,0.34589922428131104
